dataset,pred_len,activation,activation_family,amplitude,lee_type,baseline_activation,factor,source_host,sample_count,seed_count,relative_target_mse_change_mean_low,relative_target_mse_change_mean_high,relative_target_mse_change_mean_high_minus_low,aggregate_relative_target_mse_change_low,aggregate_relative_target_mse_change_high,aggregate_relative_target_mse_change_high_minus_low,target_win_rate_low,target_win_rate_high,target_win_rate_high_minus_low,relative_all_mse_change_mean_low,relative_all_mse_change_mean_high,relative_all_mse_change_mean_high_minus_low,aggregate_relative_all_mse_change_low,aggregate_relative_all_mse_change_high,aggregate_relative_all_mse_change_high_minus_low,all_win_rate_low,all_win_rate_high,all_win_rate_high_minus_low
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,range,10.21.53.113,8112,3,0.010725725442171,-0.0106723934502963,-0.021398118892467302,0.0078712115064263,-0.0138832256197929,-0.0217544371262192,0.6666666666666666,0.4651515151515151,-0.20151515151515154,0.0118217952549457,-0.0193571149603612,-0.031178910215306898,0.0126454709097743,-0.0135889630764722,-0.0262344339862465,0.6666666666666666,0.4609427609427609,-0.20572390572390575
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,skewness,10.21.53.113,8112,3,-0.0120379925040678,-0.0057497053283599,0.0062882871757079005,-0.0139136873185634,-0.0086591728031635,0.0052545145153999,0.4617330803289057,0.4919006479481641,0.03016756761925843,-0.0131459772062879,-0.0160208622182131,-0.002874885011925201,-0.0104111572727561,-0.008886051364243,0.0015251059085131004,0.4743833017077798,0.5089092872570194,0.034525985549239635
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,turbulence_score,10.21.53.113,8112,3,-0.007835639300842,-0.0110424219305735,-0.0032067826297314996,-0.0110846301540732,-0.014671616256237,-0.0035869861021638003,0.538638985005767,0.4616279069767441,-0.0770110780290229,-0.0084616420175453,-0.0191774654756644,-0.010715823458119101,-0.0059344680048525,-0.0133419949561357,-0.007407526951283199,0.5305651672433679,0.4622093023255814,-0.0683558649177865
ETTh2,168,tanh_sin,sin_perturb,0.01,1,tanh,volatility,10.21.53.113,8112,3,-0.0138899795331175,-0.0046005638385695,0.009289415694548001,-0.0135212074965238,-0.008996014483273,0.0045251930132508,0.4761201378631216,0.4757281553398058,-0.00039198252331579253,-0.0121214565605021,-0.0214613399667197,-0.0093398834062176,-0.0076803122647106,-0.0165056176483631,-0.0088253053836525,0.5297882816346627,0.4293419633225458,-0.10044631831211692
ETTh2,168,tanh_sin,sin_perturb,0.1,1,tanh,anomaly_density_intensity,10.21.53.113,8112,3,0.0399477121694692,-0.0839947050854057,-0.1239424172548749,0.0459764711558818,-0.0566971488296985,-0.1026736199855803,0.641725352112676,0.3080371437720141,-0.33368820834066193,0.0441797952880477,-0.0488310379904203,-0.093010833278468,0.0446456372737884,-0.045229248702526,-0.0898748859763144,0.987676056338028,0.3477425552353506,-0.6399335011026774
ETTh2,168,tanh_sin,sin_perturb,0.1,1,tanh,cv,10.21.53.113,8112,3,-0.0955451595312167,-0.0900838553288193,0.0054613042023974046,-0.074399784207344,-0.0611877329647541,0.013212051242589902,0.1838095238095238,0.2980616460120749,0.1142521222025511,-0.0482680397317814,-0.0418049197695793,0.006463119962202099,-0.0426185019314289,-0.0380084477365016,0.004610054194927306,0.31,0.3670162059103908,0.057016205910390805
ETTh2,168,tanh_sin,sin_perturb,0.1,1,tanh,kurtosis,10.21.53.113,8112,3,-0.1011580640230139,-0.0789634226992752,0.022194641323738704,-0.0706440657377243,-0.0547582060098648,0.015885859727859504,0.2495021903624054,0.3222222222222222,0.07272003185981679,-0.0499966965034203,-0.0424599385430762,0.007536757960344101,-0.0446551293134689,-0.0384677983820438,0.0061873309314251015,0.3321385902031063,0.3277777777777778,-0.004360812425328542
ETTh2,168,tanh_sin,sin_perturb,0.1,1,tanh,max_abs_change,10.21.53.113,8112,3,-0.0780443031758719,-0.107387639835187,-0.0293433366593151,-0.0595758184790611,-0.0765919536352157,-0.017016135156154605,0.2783400809716599,0.2368050668543279,-0.041535014117332014,-0.040736424905712,-0.0504734440543644,-0.009737019148652402,-0.0379406027495861,-0.0442971810698509,-0.006356578320264802,0.3289473684210526,0.3497536945812808,0.020806326160228206
ETTh2,168,tanh_sin,sin_perturb,0.1,1,tanh,mean,10.21.53.113,8112,3,-0.0876539759543152,-0.1016104560241786,-0.0139564800698634,-0.0593346841633319,-0.0762379989027977,-0.016903314739465797,0.3333333333333333,0.2113766408616627,-0.12195669247167062,-0.042991682456052,-0.0527018450522698,-0.009710162596217799,-0.0428487807512283,-0.047187827527523,-0.004339046776294701,0.3333333333333333,0.3200942443621676,-0.013239088971165713
ETTh2,168,tanh_sin,sin_perturb,0.1,1,tanh,mean_abs_change,10.21.53.113,8112,3,-0.0821757306467023,-0.106487815314695,-0.0243120846679927,-0.0621609538793563,-0.0767266005277633,-0.014565646648406996,0.279495990836197,0.2339387823747057,-0.04555720846149128,-0.0408297970389082,-0.0498815729069319,-0.0090517758680237,-0.0382285341620445,-0.044004138559103,-0.005775604397058501,0.3356242840778923,0.3435923309788092,0.007968046900916903
