target,feature,feature_group,n,spearman,pearson,abs_spearman
gain_relu_all_vs_gelu,input_spectral_entropy,input,36,0.09111969111969112,0.18358744277619127,0.09111969111969112
gain_tanh_all_outtanh_vs_gelu,input_lag1_autocorr,input,36,0.09111969111969112,0.019818993014609,0.09111969111969112
gain_enc_tanh_dec_gelu_vs_gelu,input_max_drawdown,input,36,0.09086229086229086,-0.06367557913828814,0.09086229086229086
gain_enc_tanh_vs_gelu,input_max_drawdown,input,36,0.09086229086229086,-0.06367557913828814,0.09086229086229086
gain_relu_all_vs_gelu,router_time_local_roughness_ratio,time,36,-0.08931788931788934,-0.018167354252827974,0.08931788931788934
gain_enc_gelu_dec_tanh_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.08906048906048908,0.13014767189445622,0.08906048906048908
gain_relu_all_vs_gelu,input_spectral_centroid,input,36,-0.087001287001287,-0.043626397927692,0.087001287001287
gain_tanh_all_outtanh_vs_gelu,input_mean_reversion_strength,input,36,0.08648648648648649,0.17805971571549445,0.08648648648648649
gain_best_bounded_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.08571980196654964,-0.007853195040494393,0.08571980196654964
gain_relu_all_vs_gelu,input_spectral_bandwidth,input,36,0.08519948519948521,0.152809698270716,0.08519948519948521
gain_enc_gelu_dec_tanh_vs_gelu,input_mean_crossing_rate,input,36,-0.08468468468468471,-0.05044578684558027,0.08468468468468471
gain_relu_all_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,-0.08269996535975047,-0.2936274148207506,0.08269996535975047
gain_relu_all_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,0.08103252789232153,0.11623529768541192,0.08103252789232153
gain_tanh_all_outtanh_vs_gelu,input_momentum,input,36,0.08005148005148006,0.40582496599065837,0.08005148005148006
gain_tanh_all_outtanh_vs_gelu,input_spectral_bandwidth,input,36,0.07824967824967825,0.24828503729818785,0.07824967824967825
gain_tanh_all_outtanh_vs_gelu,input_anomaly_density_intensity,input,36,-0.07747747747747748,0.09999577280139943,0.07747747747747748
gain_relu_all_vs_gelu,input_turbulence_score,input,36,-0.07722007722007723,0.007438489236092668,0.07722007722007723
gain_relu_all_vs_gelu,router_time_iqr_mad_ratio,time,36,-0.07593307593307594,0.10066851875526182,0.07593307593307594
gain_enc_tanh_dec_gelu_vs_gelu,input_max_drawup,input,36,0.07567567567567568,-0.045585757831241094,0.07567567567567568
gain_enc_tanh_vs_gelu,input_max_drawup,input,36,0.07567567567567568,-0.045585757831241094,0.07567567567567568
gain_best_bounded_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.07413127413127413,0.1791870080586876,0.07413127413127413
gain_relu_all_vs_gelu,router_time_trend_to_noise_ratio,time,36,-0.0731016731016731,-0.086272244127187,0.0731016731016731
gain_tanh_sin001_all_vs_gelu,input_mean_crossing_rate,input,36,-0.07284427284427285,-0.04063667333587169,0.07284427284427285
static_gain_vs_gelu,input_mean_crossing_rate,input,36,-0.07284427284427285,-0.04063667333587169,0.07284427284427285
gain_enc_tanh_dec_gelu_vs_gelu,router_time_late_early_level_shift,time,36,-0.0712998712998713,0.017554110768598998,0.0712998712998713
gain_enc_tanh_vs_gelu,router_time_late_early_level_shift,time,36,-0.0712998712998713,0.017554110768598998,0.0712998712998713
gain_outtanh_vs_tanh,input_mean,input,36,0.07001287001287002,-0.21332252764913848,0.07001287001287002
gain_relu_all_vs_gelu,router_multivar_target_channel_dominance,multivar,36,-0.06872586872586874,-0.3615004145426547,0.06872586872586874
gain_tanh_all_outtanh_vs_gelu,input_top3_frequency_energy_ratio,input,36,-0.06821106821106822,-0.13017572764152865,0.06821106821106822
gain_relu_all_vs_gelu,input_mean_reversion_strength,input,36,0.06718146718146718,0.14430059405567827,0.06718146718146718
gain_enc_gelu_dec_tanh_vs_gelu,router_time_local_roughness_ratio,time,36,-0.06615186615186616,-0.06499783799112929,0.06615186615186616
gain_relu_all_vs_gelu,router_timefreq_rolling_spectral_entropy_std,timefreq,36,-0.06537966537966539,0.17341627416563388,0.06537966537966539
gain_relu_all_vs_gelu,router_time_dynamic_range_log,time,36,0.06512226512226513,0.07600935698993425,0.06512226512226513
gain_outtanh_vs_tanh,input_dominant_frequency_energy_ratio,input,36,0.06357786357786357,-0.09723892738195752,0.06357786357786357
gain_enc_tanh_dec_gelu_vs_gelu,router_time_local_roughness_ratio,time,36,0.06332046332046333,-0.0673620130997268,0.06332046332046333
gain_enc_tanh_vs_gelu,router_time_local_roughness_ratio,time,36,0.06332046332046333,-0.0673620130997268,0.06332046332046333
gain_outtanh_vs_tanh,input_trend,input,36,0.060746460746460756,-0.1457878176679007,0.060746460746460756
gain_enc_tanh_dec_gelu_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.05997425997425997,0.21562330512449285,0.05997425997425997
gain_enc_tanh_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.05997425997425997,0.21562330512449285,0.05997425997425997
gain_best_bounded_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.05972010809672497,0.1370384763696595,0.05972010809672497
gain_enc_tanh_dec_gelu_vs_gelu,input_std,input,36,0.059202059202059204,-0.047124973955312975,0.059202059202059204
gain_enc_tanh_vs_gelu,input_std,input,36,0.059202059202059204,-0.047124973955312975,0.059202059202059204
gain_relu_all_vs_gelu,router_time_late_early_level_shift,time,36,-0.059202059202059204,0.0628039545049569,0.059202059202059204
gain_tanh_sin001_all_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.05875688054677779,0.0855103084667646,0.05875688054677779
static_gain_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.05875688054677779,0.0855103084667646,0.05875688054677779
gain_relu_all_vs_gelu,input_mean_crossing_rate,input,36,0.058687258687258693,0.01683272482964373,0.058687258687258693
gain_relu_all_vs_gelu,input_volatility_ratio_late_early,input,36,-0.05765765765765766,-0.019076076416945746,0.05765765765765766
gain_relu_all_vs_gelu,router_time_outlier_mass_z3,time,36,-0.054054054054054064,0.1661994477402281,0.054054054054054064
gain_enc_gelu_dec_tanh_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,0.053671407537614416,-0.0005484254801494515,0.053671407537614416
gain_relu_all_vs_gelu,input_std,input,36,-0.05276705276705277,0.058519584428823296,0.05276705276705277
gain_relu_all_vs_gelu,router_norm_normalization_drift_score,norm,36,0.05225225225225225,-0.11547514720752669,0.05225225225225225
gain_enc_tanh_dec_gelu_vs_gelu,input_volatility,input,36,0.051994851994851994,-0.0997589881519792,0.051994851994851994
gain_enc_tanh_vs_gelu,input_volatility,input,36,0.051994851994851994,-0.0997589881519792,0.051994851994851994
gain_tanh_all_outtanh_vs_gelu,input_daily_cycle_energy_ratio,input,36,0.050965250965250966,-0.06340644925296271,0.050965250965250966
gain_best_bounded_vs_gelu,input_mid_freq_energy_ratio,input,36,0.0501930501930502,-0.1393006140274353,0.0501930501930502
gain_enc_tanh_dec_gelu_vs_gelu,input_mid_freq_energy_ratio,input,36,0.0501930501930502,-0.15477673327790462,0.0501930501930502
gain_enc_tanh_vs_gelu,input_mid_freq_energy_ratio,input,36,0.0501930501930502,-0.15477673327790462,0.0501930501930502
gain_relu_all_vs_gelu,input_max_abs_change,input,36,-0.04942084942084943,0.0899591795104954,0.04942084942084943
gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_flatness,input,36,0.04710424710424711,-0.10286917681014246,0.04710424710424711
gain_softsign_all_vs_gelu,input_mid_freq_energy_ratio,input,36,0.046846846846846854,-0.09872408864746197,0.046846846846846854
gain_tanh_all_vs_gelu,router_time_local_roughness_ratio,time,36,-0.04607464607464608,-0.12466959635150236,0.04607464607464608
gain_enc_tanh_dec_gelu_vs_gelu,input_volatility_shock,input,36,0.04581724581724582,-0.09454095503068528,0.04581724581724582
gain_enc_tanh_vs_gelu,input_volatility_shock,input,36,0.04581724581724582,-0.09454095503068528,0.04581724581724582
gain_best_bounded_vs_gelu,input_mean_crossing_rate,input,36,-0.04504504504504505,-0.04938871230769412,0.04504504504504505
gain_enc_tanh_dec_gelu_vs_gelu,router_time_iqr_mad_ratio,time,36,-0.044272844272844274,-0.09043700418612077,0.044272844272844274
gain_enc_tanh_vs_gelu,router_time_iqr_mad_ratio,time,36,-0.044272844272844274,-0.09043700418612077,0.044272844272844274
gain_enc_tanh_dec_gelu_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,0.04221364221364222,-0.01698974618122043,0.04221364221364222
gain_enc_tanh_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,0.04221364221364222,-0.01698974618122043,0.04221364221364222
gain_enc_tanh_dec_gelu_vs_gelu,input_range,input,36,0.0416988416988417,-0.04529507821037064,0.0416988416988417
gain_enc_tanh_vs_gelu,input_range,input,36,0.0416988416988417,-0.04529507821037064,0.0416988416988417
gain_enc_tanh_dec_gelu_vs_gelu,router_timefreq_burstiness_index,timefreq,36,-0.04144144144144144,-0.12266126948753098,0.04144144144144144
gain_enc_tanh_vs_gelu,router_timefreq_burstiness_index,timefreq,36,-0.04144144144144144,-0.12266126948753098,0.04144144144144144
gain_outtanh_vs_tanh,input_volatility_shock,input,36,0.04066924066924067,0.04631391315226575,0.04066924066924067
gain_enc_tanh_dec_gelu_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.03912483912483913,-0.1395448905004107,0.03912483912483913
gain_enc_tanh_vs_gelu,router_multivar_correlation_condition_number,multivar,36,-0.03912483912483913,-0.1395448905004107,0.03912483912483913
gain_outtanh_vs_tanh,router_timefreq_phase_concentration,timefreq,36,0.03758043758043759,0.19504377140139717,0.03758043758043759
gain_outtanh_vs_tanh,input_anomaly_density_intensity,input,36,0.03732303732303732,0.2537833646874507,0.03732303732303732
gain_enc_gelu_dec_tanh_vs_gelu,input_low_freq_energy_ratio,input,36,-0.037065637065637064,0.09649239975926498,0.037065637065637064
gain_relu_all_vs_gelu,input_high_freq_energy_ratio,input,36,0.037065637065637064,0.09479132796553394,0.037065637065637064
gain_enc_tanh_dec_gelu_vs_gelu,input_turbulence_score,input,36,0.03552123552123552,0.061564138733968175,0.03552123552123552
gain_enc_tanh_vs_gelu,input_turbulence_score,input,36,0.03552123552123552,0.061564138733968175,0.03552123552123552
gain_enc_tanh_dec_gelu_vs_gelu,input_kurtosis,input,36,-0.035263835263835266,-0.09281448523377633,0.035263835263835266
gain_enc_tanh_dec_gelu_vs_gelu,input_spectral_flatness,input,36,0.035263835263835266,-0.14272599328681085,0.035263835263835266
gain_enc_tanh_vs_gelu,input_kurtosis,input,36,-0.035263835263835266,-0.09281448523377633,0.035263835263835266
gain_enc_tanh_vs_gelu,input_spectral_flatness,input,36,0.035263835263835266,-0.14272599328681085,0.035263835263835266
gain_enc_gelu_dec_tanh_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,-0.03423423423423424,-0.005510474294598267,0.03423423423423424
gain_enc_tanh_dec_gelu_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,0.03397683397683398,-0.11756545444028049,0.03397683397683398
gain_enc_tanh_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,0.03397683397683398,-0.11756545444028049,0.03397683397683398
gain_relu_all_vs_gelu,router_time_near_zero_fraction,time,36,0.031660231660231665,0.16435064166260707,0.031660231660231665
gain_enc_tanh_dec_gelu_vs_gelu,router_time_robust_scale_ratio,time,36,0.029343629343629347,-0.09233401255121626,0.029343629343629347
gain_enc_tanh_vs_gelu,router_time_robust_scale_ratio,time,36,0.029343629343629347,-0.09233401255121626,0.029343629343629347
gain_swish_all_vs_gelu,router_timefreq_phase_concentration,timefreq,36,0.029343629343629347,-0.03340198016697598,0.029343629343629347
oracle_gain_vs_gelu,input_top3_frequency_energy_ratio,input,36,0.027672308442654912,0.13598546145984364,0.027672308442654912
gain_enc_gelu_dec_tanh_vs_gelu,input_mid_freq_energy_ratio,input,36,-0.027541827541827543,-0.11225297348146616,0.027541827541827543
gain_relu_all_vs_gelu,router_freq_high_freq_noise_share,freq,36,-0.027541827541827543,0.09562496893596718,0.027541827541827543
gain_softsign_all_vs_gelu,input_mean_crossing_rate,input,36,-0.027284427284427287,-0.0047041176380561624,0.027284427284427287
oracle_gain_vs_gelu,input_mean_crossing_rate,input,36,-0.024068472924541714,-0.059763029254327624,0.024068472924541714
gain_best_bounded_vs_gelu,router_time_local_roughness_ratio,time,36,-0.023938223938223938,-0.13905512194211617,0.023938223938223938
gain_enc_gelu_dec_tanh_vs_gelu,input_tail_ratio,input,36,-0.023680823680823682,-0.1709746012041903,0.023680823680823682
gain_enc_tanh_dec_gelu_vs_gelu,input_jump_intensity,input,36,-0.023680823680823682,0.11253261754550449,0.023680823680823682
gain_enc_tanh_vs_gelu,input_jump_intensity,input,36,-0.023680823680823682,0.11253261754550449,0.023680823680823682
gain_tanh_all_outtanh_vs_gelu,router_timefreq_phase_concentration,timefreq,36,-0.02290862290862291,0.14509729252267806,0.02290862290862291
gain_tanh_sin001_all_vs_gelu,router_time_local_roughness_ratio,time,36,-0.021621621621621623,-0.1341925273645204,0.021621621621621623
static_gain_vs_gelu,router_time_local_roughness_ratio,time,36,-0.021621621621621623,-0.1341925273645204,0.021621621621621623
gain_relu_all_vs_gelu,input_spectral_flatness,input,36,0.021364221364221368,0.056773575226229764,0.021364221364221368
gain_outtanh_vs_tanh,input_reversal_rate,input,36,-0.020077220077220077,0.15547040085101388,0.020077220077220077
gain_relu_all_vs_gelu,input_max_drawup,input,36,0.019819819819819822,0.06122769683849109,0.019819819819819822
gain_relu_all_vs_gelu,router_freq_spectral_entropy,freq,36,0.018790218790218794,0.007538579210376977,0.018790218790218794
gain_outtanh_vs_tanh,input_daily_cycle_energy_ratio,input,36,-0.017503217503217504,-0.1830287705725403,0.017503217503217504
gain_softsign_all_vs_gelu,router_time_local_roughness_ratio,time,36,0.01673101673101673,-0.09143165469008034,0.01673101673101673
gain_relu_all_vs_gelu,input_max_drawdown,input,36,-0.014414414414414415,0.0788869078269434,0.014414414414414415
gain_softsign_all_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,0.014035601442087433,0.11600205564142778,0.014035601442087433
gain_relu_all_vs_gelu,input_mid_freq_energy_ratio,input,36,0.01312741312741313,0.0724070445090596,0.01312741312741313
gain_relu_all_vs_gelu,input_range,input,36,0.012355212355212357,0.06018639858485185,0.012355212355212357
gain_enc_tanh_dec_gelu_vs_gelu,input_volatility_ratio_late_early,input,36,0.010296010296010296,-0.1282280368185216,0.010296010296010296
gain_enc_tanh_vs_gelu,input_volatility_ratio_late_early,input,36,0.010296010296010296,-0.1282280368185216,0.010296010296010296
gain_enc_gelu_dec_tanh_vs_gelu,input_spectral_centroid,input,36,0.009781209781209782,-0.035838823288860934,0.009781209781209782
gain_relu_all_vs_gelu,router_timefreq_burstiness_index,timefreq,36,0.009266409266409266,0.1667563444586993,0.009266409266409266
gain_swish_all_vs_gelu,input_mean_abs_change,input,36,-0.009009009009009009,-0.06710014587580744,0.009009009009009009
gain_tanh_all_vs_gelu,input_mid_freq_energy_ratio,input,36,0.009009009009009009,-0.1341674744574766,0.009009009009009009
gain_enc_tanh_dec_gelu_vs_gelu,input_mean_crossing_rate,input,36,0.00797940797940798,-0.11546724117992713,0.00797940797940798
gain_enc_tanh_vs_gelu,input_mean_crossing_rate,input,36,0.00797940797940798,-0.11546724117992713,0.00797940797940798
gain_enc_gelu_dec_tanh_vs_gelu,input_cumulative_change,input,36,-0.007162688842500936,0.2012975693075647,0.007162688842500936
gain_outtanh_vs_tanh,input_lag1_autocorr,input,36,-0.005662805662805663,-0.1826805147722573,0.005662805662805663
gain_swish_all_vs_gelu,input_spectral_entropy,input,36,-0.005405405405405406,-0.16199171646525373,0.005405405405405406
gain_tanh_sin001_all_vs_gelu,input_mid_freq_energy_ratio,input,36,0.005405405405405406,-0.13910235376157815,0.005405405405405406
static_gain_vs_gelu,input_mid_freq_energy_ratio,input,36,0.005405405405405406,-0.13910235376157815,0.005405405405405406
oracle_gain_vs_gelu,router_time_local_roughness_ratio,time,36,0.005277044865808611,-0.14357036486062646,0.005277044865808611
gain_relu_all_vs_gelu,input_low_freq_energy_ratio,input,36,-0.0030888030888030892,-0.08775040846514022,0.0030888030888030892
gain_enc_tanh_dec_gelu_vs_gelu,input_spectral_entropy,input,36,0.002574002574002574,-0.2407993687899864,0.002574002574002574
gain_enc_tanh_vs_gelu,input_spectral_entropy,input,36,0.002574002574002574,-0.2407993687899864,0.002574002574002574
gain_gelu_all_vs_gelu,input_anomaly_density_intensity,input,36,,,
gain_gelu_all_vs_gelu,input_cumulative_change,input,36,,,
gain_gelu_all_vs_gelu,input_cv,input,36,,,
gain_gelu_all_vs_gelu,input_daily_cycle_energy_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_direction_entropy,input,36,,,
gain_gelu_all_vs_gelu,input_dominant_frequency_energy_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_downside_volatility,input,36,,,
gain_gelu_all_vs_gelu,input_high_freq_energy_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_jump_intensity,input,36,,,
gain_gelu_all_vs_gelu,input_kurtosis,input,36,,,
gain_gelu_all_vs_gelu,input_lag1_autocorr,input,36,,,
gain_gelu_all_vs_gelu,input_low_freq_energy_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_max_abs_change,input,36,,,
gain_gelu_all_vs_gelu,input_max_drawdown,input,36,,,
gain_gelu_all_vs_gelu,input_max_drawup,input,36,,,
gain_gelu_all_vs_gelu,input_mean,input,36,,,
gain_gelu_all_vs_gelu,input_mean_abs_change,input,36,,,
gain_gelu_all_vs_gelu,input_mean_crossing_rate,input,36,,,
gain_gelu_all_vs_gelu,input_mean_reversion_strength,input,36,,,
gain_gelu_all_vs_gelu,input_mid_freq_energy_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_momentum,input,36,,,
gain_gelu_all_vs_gelu,input_range,input,36,,,
gain_gelu_all_vs_gelu,input_realized_volatility,input,36,,,
gain_gelu_all_vs_gelu,input_reversal_rate,input,36,,,
gain_gelu_all_vs_gelu,input_skewness,input,36,,,
gain_gelu_all_vs_gelu,input_spectral_bandwidth,input,36,,,
gain_gelu_all_vs_gelu,input_spectral_centroid,input,36,,,
gain_gelu_all_vs_gelu,input_spectral_entropy,input,36,,,
gain_gelu_all_vs_gelu,input_spectral_flatness,input,36,,,
gain_gelu_all_vs_gelu,input_std,input,36,,,
gain_gelu_all_vs_gelu,input_tail_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_top3_frequency_energy_ratio,input,36,,,
gain_gelu_all_vs_gelu,input_trend,input,36,,,
gain_gelu_all_vs_gelu,input_trend_consistency,input,36,,,
gain_gelu_all_vs_gelu,input_turbulence_score,input,36,,,
gain_gelu_all_vs_gelu,input_upside_volatility,input,36,,,
gain_gelu_all_vs_gelu,input_volatility,input,36,,,
gain_gelu_all_vs_gelu,input_volatility_ratio_late_early,input,36,,,
gain_gelu_all_vs_gelu,input_volatility_shock,input,36,,,
gain_gelu_all_vs_gelu,router_freq_dominant_period_to_horizon_ratio,freq,36,,,
gain_gelu_all_vs_gelu,router_freq_harmonic_energy_ratio,freq,36,,,
gain_gelu_all_vs_gelu,router_freq_high_freq_noise_share,freq,36,,,
gain_gelu_all_vs_gelu,router_freq_seasonal_peak_strength,freq,36,,,
gain_gelu_all_vs_gelu,router_freq_spectral_entropy,freq,36,,,
gain_gelu_all_vs_gelu,router_multivar_channel_heterogeneity_cv,multivar,36,,,
gain_gelu_all_vs_gelu,router_multivar_correlation_condition_number,multivar,36,,,
gain_gelu_all_vs_gelu,router_multivar_cross_channel_mean_abs_corr,multivar,36,,,
gain_gelu_all_vs_gelu,router_multivar_missing_or_constant_channel_ratio,multivar,36,,,
gain_gelu_all_vs_gelu,router_multivar_target_channel_dominance,multivar,36,,,
gain_gelu_all_vs_gelu,router_norm_normalization_drift_score,norm,36,,,
gain_gelu_all_vs_gelu,router_time_dynamic_range_log,time,36,,,
gain_gelu_all_vs_gelu,router_time_iqr_mad_ratio,time,36,,,
gain_gelu_all_vs_gelu,router_time_late_early_level_shift,time,36,,,
gain_gelu_all_vs_gelu,router_time_local_roughness_ratio,time,36,,,
gain_gelu_all_vs_gelu,router_time_near_zero_fraction,time,36,,,
gain_gelu_all_vs_gelu,router_time_outlier_mass_z3,time,36,,,
gain_gelu_all_vs_gelu,router_time_robust_scale_ratio,time,36,,,
gain_gelu_all_vs_gelu,router_time_trend_to_noise_ratio,time,36,,,
gain_gelu_all_vs_gelu,router_timefreq_burstiness_index,timefreq,36,,,
gain_gelu_all_vs_gelu,router_timefreq_dominant_frequency_drift,timefreq,36,,,
gain_gelu_all_vs_gelu,router_timefreq_phase_concentration,timefreq,36,,,
gain_gelu_all_vs_gelu,router_timefreq_rolling_spectral_entropy_std,timefreq,36,,,
