feature,train_mean_gain_vs_static,train_positive_vs_static_rate,train_regret_vs_oracle,train_action_hit_rate,outer_mode,outer_fold,selection_mode
router_freq_spectral_entropy,-0.00184433261260773,0.3148148148148148,0.032949400242833736,0.6851851851851852,leave_model_scope,iTransformer-placeprobe,train_score
input_turbulence_score,-0.0019072180196582544,0.3333333333333333,0.0330115212270327,0.7222222222222222,leave_model_scope,iTransformer-placeprobe,train_score
d_layers,0.0016642914636745085,0.35294117647058826,0.03120666052579648,0.7058823529411765,leave_model_scope,iTransformer-stage1,train_score
router_multivar_correlation_condition_number,-0.0012310791592617426,0.39215686274509803,0.03434522491341047,0.7647058823529411,leave_model_scope,iTransformer-stage1,train_score
input_dominant_frequency_energy_ratio,-0.001406919223768429,0.37254901960784315,0.03452323790575862,0.7450980392156863,leave_model_scope,iTransformer-stage1,train_score
input_daily_cycle_energy_ratio,-0.0015331516662927464,0.35294117647058826,0.034650132546389885,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
router_timefreq_dominant_frequency_drift,-0.0015331516662927464,0.35294117647058826,0.034650132546389885,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
input_spectral_entropy,-0.0015331516662927464,0.35294117647058826,0.034650132546389885,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
router_freq_harmonic_energy_ratio,-0.001605030670397567,0.35294117647058826,0.03472357844676575,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
router_multivar_missing_or_constant_channel_ratio,-0.0018118212677611103,0.39215686274509803,0.03492542219434535,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
seq_len,-0.0018444910117240098,0.39215686274509803,0.034958636765872735,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
input_jump_intensity,-0.0018444910117240098,0.39215686274509803,0.034958636765872735,0.7254901960784313,leave_model_scope,iTransformer-stage1,train_score
n_heads,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
d_model,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
train_epochs,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
d_ff,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
scope_config_count,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
patch_to_seq_ratio,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
pred_to_seq_ratio,-0.0019071031774285706,0.3137254901960784,0.03502848607974516,0.6862745098039216,leave_model_scope,iTransformer-stage1,train_score
