feature,train_mean_gain_vs_static,train_positive_vs_static_rate,train_regret_vs_oracle,train_action_hit_rate,outer_mode,outer_fold,selection_mode
router_freq_harmonic_energy_ratio,-0.0014069377823247749,0.32142857142857145,0.030576991498342067,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_freq_seasonal_peak_strength,-0.0014578903001241734,0.3392857142857143,0.03062619725586113,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_spectral_entropy,-0.0016052381658083262,0.32142857142857145,0.030773864887007358,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/336,train_score
seq_len,-0.0016250177360327858,0.35714285714285715,0.030791062467528798,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_jump_intensity,-0.0016250177360327858,0.35714285714285715,0.030791062467528798,0.75,leave_cell,Informer-fullgrid:ETTh2/336,train_score
n_heads,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
d_model,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
train_epochs,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
d_ff,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
scope_config_count,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
patch_to_seq_ratio,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
pred_to_seq_ratio,-0.0016820395297994387,0.2857142857142857,0.03085467523551975,0.7142857142857143,leave_cell,Informer-fullgrid:ETTh2/336,train_score
router_freq_spectral_entropy,-0.0017449631477848922,0.32142857142857145,0.03091358986898392,0.6964285714285714,leave_cell,Informer-fullgrid:ETTh2/336,train_score
input_turbulence_score,-0.0018056026474407567,0.3392857142857143,0.030973492246604346,0.7321428571428571,leave_cell,Informer-fullgrid:ETTh2/336,train_score
